CD ST-HENRI VILLE-EMARD,281211,PCA,2015/08/31,5,Charges - Commercial deposit,,0.22,,,,,,4 323.56
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/09/03,1,Cheque,32,787.92,,,,,,3 535.64
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/09/08,2,Deposit at the counter /CAISSE CENTRALE DESJ.     ,,,1595.28,,,,,5 130.92
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/09/30,3,Service charges,,1.25,,,,,,5 129.67
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/09/30,4,Fixed service charges,,4.95,,,,,,5 124.72
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/10/01,1,Cheque,33,787.92,,,,,,4 336.80
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/10/29,2,Cheque,34,787.92,,,,,,3 548.88
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/10/30,3,Fixed service charges,,4.95,,,,,,3 543.93
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/11/02,1,Transfer - AccesD - Internet,,1684,,,,,,1 859.93
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/11/02,2,GST-QST Government remittance /GST/QST tax payments,,0.02,,,,,,1 859.91
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/11/02,3,Government remittance /Qc. deductions at source,,269.08,,,,,,1 590.83
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/11/02,4,Government remittance /Federal source deductions,,91.71,,,,,,1 499.12
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/11/02,5,GST-QST Government remittance /GST/QST tax payments,,920,,,,,,579.12
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/11/02,6,Investment /Tangerine,,,2000,,,,,2 579.12
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/11/30,7,Fixed service charges,,4.95,,,,,,2 574.17
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/12/01,1,Cheque,35,787.92,,,,,,1 786.25
CD ST-HENRI VILLE-EMARD,281211,PCA,2015/12/31,2,Fixed service charges,,4.95,,,,,,1 781.30
